Area,Aspect Ratio,alpha,a,b
57.98934038939004,2.475,10.687999999999988,6.7590669725613095,2.7309361505298217
5.230363583369803,2.3609999999999998,179.789,1.9826177815135009,0.8397364597685307
2.2800618702079336,3.117,29.147000000000006,1.5040656078170984,0.48253628739720833
7.346829337852597,1.31,23.908999999999992,1.7502927233894647,1.3361013155644768
1.4421247333318232,1.8840000000000001,170.449,0.9299656888997149,0.4936123614117382
4.814806858847751,2.2119999999999997,160.086,1.8412258358495077,0.8323805767854918
1.3043899366260194,1.926,173.089,0.8942458324340594,0.46430209368331227
2.098547905967962,2.865,12.76700000000001,1.383396971845463,0.4828610721973693
48.28134613569063,3.363,15.367000000000004,7.189160548680638,2.137722434933285
2.3977885265619623,3.31,9.040999999999997,1.5894413215884569,0.4801937527457574
2.1171749293139466,1.8030000000000002,8.298999999999992,1.102303784144062,0.6113720377948207
1.7600865291709582,5.0,14.292000000000002,1.6736979159544156,0.33473958319088315
1.1064883554276292,1.754,9.73299999999999,0.7859832339621957,0.44810902734446734
1.7042884432325711,2.016,164.091,1.0457837207308471,0.5187419249656979
48.419816112995605,1.426,0.04099999999999682,4.6880948986139295,3.2875840803744247
4.556893742132521,1.195,94.833,1.3165685217449747,1.1017309805397277
28.68483884657156,3.242,10.412000000000006,5.440737539172721,1.6782040527984952
2.1445269419343624,1.204,62.077,0.9065756717855714,0.752969827064428
1.1250101922329343,2.471,23.924999999999997,0.9406751360018302,0.3806860121415743
1.0164536375755542,2.65,161.126,0.9259590652251334,0.3494185151792956
1.4179024185224365,1.8519999999999999,147.756,0.9142579100096296,0.4936597786229102
2.9845899529762927,2.9419999999999997,36.28200000000001,1.6718169889057086,0.5682586638020765
8.222987516044721,4.0969999999999995,7.402999999999992,3.27471011368381,0.7992946335571908
23.946730586032054,1.571,2.2279999999999944,3.460479415943681,2.202724007602598
1.0877751380407263,1.6019999999999999,30.607000000000014,0.7447763609124876,0.46490409545099104
2.8085855397284294,1.875,150.151,1.294701131165314,0.6905072699548341
1.3866642238675495,2.639,1.2620000000000005,1.0792707675246185,0.408969597394702
1.1437353164466235,3.3,160.839,1.0960864257567793,0.3321474017444786
2.9290221780412136,1.851,69.232,1.3136800453466597,0.7097136927858778
2.0350342578577334,1.273,112.27,0.9080821266699863,0.7133402409033671
3.186322974100709,1.399,35.98899999999999,1.1911839095705923,0.8514538310011381
1.1885465030118023,1.482,110.32900000000001,0.748785205054816,0.5052531748008205
3.7240105992414008,1.376,178.15299999999996,1.2771436100253808,0.9281566933323989
1.4953475033809251,2.224,164.959,1.028877144940361,0.46262461553073786
1.5865514729549837,1.177,35.959,0.7709751468791117,0.6550341094979708
2.8179334781680563,2.108,153.6,1.3750729386352292,0.6523116407187994
4.159304470829556,3.28,1.6659999999999968,2.0838782505943674,0.6353287349373071
6.209711755339552,2.2640000000000002,141.439,2.1154316395621717,0.9343779326688036
2.5409974999904565,1.485,16.036,1.0959491631219305,0.7380129044592124
1.4626838958611794,1.251,145.684,0.7631834754909588,0.6100587334060422
3.662387502557408,2.454,20.453999999999994,1.691392846706928,0.6892391388373789
1.3546928684547046,1.906,4.052000000000007,0.9065816703767343,0.4756462069132919
2.0534715309760494,3.688,41.101,1.5526188801386163,0.4209921041590608
9.707948492269493,1.876,11.915000000000006,2.407715742737899,1.2834305664914174
1.369200413525776,3.025,141.22,1.1482098388671695,0.37957350045195687
1.4082904093514947,1.382,158.352,0.7870914522478938,0.5695307179796627
30.060183471505532,1.955,10.525000000000006,4.325081126161802,2.2123177115917145
1.4472288480085282,2.721,21.918999999999997,1.1195872395462325,0.4114616830379392
6.747956701033805,1.5830000000000002,26.817999999999998,1.8439607166546694,1.1648520004135623
1.2728368423137009,2.694,109.458,1.0447448237716048,0.38780431468879173
3.527643796114748,5.846,9.081000000000003,2.5621044575822345,0.4382662431717815
21.43946927919365,1.8030000000000002,138.616,3.50776057222555,1.9455133512066276
1.2544796412947472,2.4419999999999997,160.58499999999998,0.9874831693929217,0.4043747622411637
1.0282332393307922,1.7590000000000001,172.414,0.7587589081299422,0.43135810581577155
1.811448551063136,1.749,112.712,1.004229489072148,0.5741735214820742
7.088345410840651,2.069,170.066,2.1606167825318154,1.0442807068785962
1.3790988981029388,1.2590000000000001,3.4510000000000076,0.7434223859514819,0.5904864066334248
15.335676686833887,2.705,178.814,3.6337928861583397,1.3433615105945802
2.6571886051237943,1.955,162.24200000000002,1.2859072213113507,0.6577530543792075
1.6012768546163694,3.449,14.915000000000006,1.3258819976813307,0.38442505006707184
3.743087251564365,3.6310000000000002,171.978,2.079951285310521,0.5728315299670946
18.929327846860108,3.188,130.515,4.382801650724501,1.3747809443928798
1.8701557301991791,2.416,154.801,1.199257421583709,0.49638138310583985
6.368051296241248,2.141,124.16299999999998,2.0832273750088293,0.9730160555856279
12.000837346374214,1.318,152.986,2.243822732267848,1.7024451686402486
1.6338070410944543,3.63,21.012,1.3739747697349822,0.3785054462079841
88.41203175390946,2.819,2.562000000000012,8.90693508414389,3.1596080468761585
1.0287989696477309,1.892,97.604,0.7871380199890023,0.4160348942859421
11.290136332502014,2.508,10.137999999999991,3.0021917199911594,1.1970461403473522
2.2441458489108417,5.3260000000000005,5.746000000000009,1.950523486326321,0.3662267154198875
2.0003311483119828,1.7819999999999998,146.531,1.0651968226697157,0.5977535480750369
7.397435795144148,2.546,166.962,2.448470441832365,0.961693025071628
1.221909213620353,1.893,165.80199999999996,0.8580643138357384,0.4532827859671096
7.766278399640187,3.1439999999999997,178.82299999999998,2.78787186940894,0.8867276938323602
13.013373255107716,3.8539999999999996,176.958,3.995543489474969,1.0367263854372002
2.7669492473146904,2.7239999999999998,140.47899999999998,1.5489208001606185,0.5686199706903886
1.8000595434936495,2.276,13.687999999999988,1.141969824202526,0.5017442109852926
3.2910471434098767,2.125,174.51299999999998,1.4920094800282304,0.702122108248579
45.45736592696489,3.245,178.719,6.85227126739857,2.1116398358701294
17.055409640955816,1.75,6.007000000000005,3.0823018391866657,1.7613153366780947
1.959094481529044,3.415,177.589,1.4593118474176485,0.42732411344587073
1.3941979304198795,1.787,2.1839999999999975,0.8905320552288872,0.4983391467425223
1.4583714391080145,3.955,4.534999999999997,1.354978433436793,0.3425988453696063
1.9692054472460168,1.9680000000000002,38.397999999999996,1.1106650987555287,0.5643623469286222
1.640770418383538,2.753,143.143,1.1990908199303436,0.43555787138770197
1.3779544778614077,1.4169999999999998,56.116000000000014,0.7883651611287499,0.5563621461741355
12.619021443100335,2.792,0.3120000000000118,3.3488493408657543,1.199444606327276
2.7171521013757585,1.7409999999999999,176.539,1.2271041483295102,0.7048271960537107
2.150347016677335,2.588,62.153999999999996,1.3309491861747962,0.5142771198511578
16.79212381645214,3.248,2.007000000000005,4.166639127588944,1.2828322437158077
1.1229085012342872,3.177,149.724,1.0656285708146662,0.33541975788941336
13.911821488251364,2.6189999999999998,178.787,3.40553078884421,1.300317216053536
37.96544790914887,1.466,21.423999999999992,4.209071592717196,2.871126598033558
6.158847671334293,1.975,172.929,1.9676975504480618,0.996302557188892
2.490866218880881,1.128,7.560000000000002,0.9457031048314228,0.8383892773328218
1.0629953661907747,2.97,154.909,1.0024644353080387,0.3375301128983295
1.5447384847963457,1.636,49.860000000000014,0.8969003563232911,0.5482276016646034
1.5335074351367768,1.015,116.77,0.7038838936909196,0.6934816686610047
7.962584577569102,1.8230000000000002,178.124,2.149539485352812,1.1791220435286955
2.026349971671612,3.178,12.34299999999999,1.4317237768820805,0.45051094300883593
6.005476960687117,1.74,143.966,1.8237841639936745,1.0481518183871692
1.312604759942943,2.929,3.894999999999996,1.1062460599394497,0.3776872857423864
4.033376222075794,1.482,147.14,1.3793787535723079,0.930754894448251
2.4116218574490897,1.841,152.73399999999998,1.188793888094489,0.6457326931529
1.1309577524972891,2.7460000000000004,94.62,0.9942566881471491,0.3620745404760193
3.167521303147152,2.073,7.090000000000003,1.445720991477864,0.6974052057297945
2.1754922641105328,1.5119999999999998,101.018,1.0232452349333976,0.6767494940035699
1.1497146765188695,1.3730000000000002,134.85299999999998,0.7088516750109717,0.5162794428339196
4.095939804111895,3.2119999999999997,1.7109999999999985,2.0463957004339113,0.6371094957764357
6.071297478048753,2.26,140.442,2.0898736949514274,0.9247228738723131
29.31505852060676,1.787,160.608,4.083501530042906,2.2851155736110274
1.044318168057615,1.8159999999999998,12.967000000000013,0.7769613270561007,0.42784214044939467
2.411798464144541,1.8519999999999999,130.722,1.1923837862183495,0.6438357376988929
1.663849711943204,2.423,148.072,1.1328145503706228,0.46752560890244443
5.414146266246326,5.586,177.86599999999999,3.1027052567213014,0.5554431179236128
1.4034749247447809,1.276,170.728,0.7550100449524725,0.5917006621884581
1.2242926337728175,3.0589999999999997,141.487,1.0918360267097973,0.3569258014742718
2.6749534883235144,2.33,87.53,1.4085139144386882,0.6045124096303383
5.2213588057202,2.96,167.719,2.218005855815906,0.7493263026405088
1.2679282094866724,2.3680000000000003,161.062,0.9776046189705627,0.4128397884166227
2.443489714931834,5.1160000000000005,10.903999999999996,1.9947826822714343,0.3899106102954328
3.113773093079452,2.424,49.803,1.5500112565647048,0.63944358769171
6.5784655251040105,2.186,170.538,2.1395007546284783,0.9787286160240066
3.8692814910221376,2.185,170.797,1.640461140648984,0.7507831307318005
1.1871610408922455,2.124,128.525,0.89589505160856,0.4217961636575141
1.3010586616553692,1.318,15.116,0.7388073509949136,0.5605518596319526
3.3764825146481203,1.58,3.6829999999999927,1.3031243488646584,0.8247622461168724
13.569317918114278,1.188,1.0020000000000095,2.2652299384439263,1.9067592074443824
1.3218279009894136,1.581,6.837999999999994,0.8156023265439765,0.5158774993953046
14.456670728070307,2.2430000000000003,130.807,3.2127271628806278,1.4323348920555627
1.8308484428989318,2.471,156.39100000000002,1.2000176503170419,0.4856404898085965
7.677675409673707,1.2409999999999999,25.971000000000004,1.7415094207007247,1.4033113784856768
1.10503795628608,4.449,1.4609999999999985,1.2509641512101994,0.2811787258283209
2.6895294042299094,1.584,29.778999999999996,1.164503506607273,0.7351663551813592
3.561216500304204,1.534,27.257000000000005,1.3186724470366715,0.8596300176249488
53.14878247055329,3.145,177.389,7.2942735907959255,2.319323876246717
2.0278462420984624,5.42,5.192000000000007,1.8704332667437225,0.3450983886981038
1.2711757613305539,3.687,0.8279999999999887,1.2214183323118488,0.3312770090349468
2.6291130482536693,2.119,1.1949999999999932,1.3316655731268299,0.6284405724996837
1.7463891834502785,1.839,147.613,1.0110821533072574,0.5497999746097104
2.824501379364216,2.648,26.501000000000005,1.5429610024047864,0.5826892003039223
1.200362503521239,1.9369999999999998,165.36399999999998,0.8602923961550153,0.44413649775684844
2.9399457407857983,2.8489999999999998,163.237,1.6328299052545552,0.5731238698682188
6.202250213794862,2.016,143.903,1.9950095037936664,0.9895880475166996
1.7204491230798875,2.322,13.942999999999998,1.1276571773775255,0.48564047260014015
41.124865104908,3.69,179.20100000000002,6.950090983066284,1.8834934913458763
6.883567041707067,1.6640000000000001,36.227999999999994,1.9094509113345188,1.147506557292379
1.7828039748721256,3.488,175.965,1.4069060546424168,0.4033560936474819
1.3354814410391131,1.8030000000000002,2.967000000000013,0.8754711832678435,0.48556360691505457
5.865533471331255,1.05,63.375,1.4001464767123473,1.3334728349641403
1.737045104929756,2.322,178.23899999999998,1.1330829881516675,0.4879771697466268
1.6184749081129637,2.68,142.63,1.1750205066144987,0.4384404875427234
2.8774335719067787,1.463,92.416,1.1575769752849787,0.7912351163943805
19.460916615890447,1.568,31.705,3.116590472930469,1.987621475083207
8.220311496880004,5.7479999999999976,174.474,3.878176592772349,0.6747001727161361
4.61844964393326,1.594,151.548,1.5307960346586045,0.9603488297732775
1.1307904493886591,3.165,149.695,1.0673404945484348,0.3372323837435813
25.327362918974853,3.6839999999999997,147.62300000000002,5.4497911730401425,1.4793135648860323
6.2015433933645605,1.975,173.195,1.974506224127638,0.9997499869000699
3.1266288258002075,3.0460000000000003,172.09299999999996,1.7411178859742733,0.5716079730710023
7.15302007484719,1.591,26.066000000000003,1.9032896039171,1.1962851061703959
11.765854216421086,2.975,17.442999999999998,3.3379534832798536,1.122001170850371
5.047489115823115,1.655,115.54400000000001,1.6306537677517448,0.985289285650601
1.2960343419428255,2.121,16.709000000000003,0.9354135414654721,0.4410247720252108
1.5447931553323355,1.694,47.816,0.9126766400355389,0.53877015350386
4.553659548538222,1.876,148.24,1.64900419147606,0.8790001020661301
3.4946780046995385,3.513,2.301000000000002,1.976822710814047,0.5627163993208218
6.0247169613244935,1.815,3.287000000000006,1.8656565737030721,1.0279099579631252
4.8453205496826985,2.571,173.709,1.9913030496272892,0.7745247178635897
2.7281648633721023,1.672,155.5,1.204976302022487,0.7206796064727794
2.1221525246974027,1.923,95.204,1.1397326850186695,0.5926847035978521
4.945809141041466,2.082,3.405000000000001,1.8104398595409341,0.8695676558794112
108.5423158177729,1.59,14.417999999999992,7.41179105133083,4.661503805868446
8.771178083435192,2.721,177.87100000000004,2.7562480457541185,1.0129540778221677
1.9255374001083327,1.912,9.599999999999994,1.08254257808327,0.5661833567381119
1.3383841751074286,1.399,166.709,0.7720124735479579,0.5518316465675182
41.238128908311964,1.975,6.412999999999997,5.0916446886535205,2.5780479436220354
4.64966457421155,4.265,1.8499999999999943,2.512438231880338,0.5890828210739363
1.2737638312647468,3.1189999999999998,37.363,1.1245459542691736,0.3605469555207354
12.734266163979745,2.096,172.70999999999998,2.9147926404217617,1.3906453437126725
24.428543163207802,4.18,178.631,5.701143709692902,1.3639099783954312
1.6047931160852875,1.2830000000000001,70.594,0.8095579056672391,0.6309882351264529
6.258210571964134,2.989,6.077000000000012,2.440130802105629,0.816370291771706
7.3504500027263875,1.6769999999999998,108.313,1.980836175865653,1.1811783994428462
3.0051433123111866,2.861,9.393999999999991,1.6543088249628253,0.5782274816367792
2.043859743180373,2.129,133.305,1.1768969550398556,0.5527933090840091
4.608288370271057,2.085,72.58100000000005,1.748831298825245,0.8387680090288945
1.7111485780885718,2.43,9.420000000000002,1.1504614236026676,0.47344091506282615
1.1577264679244261,2.479,19.589,0.9557984197556975,0.3855580555690591
1.8675122656820744,4.215,168.123,1.5829076740424999,0.37554155967793595
16.753049942737874,1.528,11.710999999999999,2.854523892093128,1.868143908437911
8.62751676710212,1.261,39.197,1.8609106138966782,1.475741961853036
1.2023063631101203,2.18,173.095,0.9133997391543272,0.418990706034095
1.1152492000049492,1.601,158.59300000000002,0.7538877557820809,0.4708855438988638
2.942412805002436,1.568,154.809,1.2118528645770377,0.7728653473067842
14.888732640622766,1.621,102.086,2.7716949893971816,1.7098673592826537
54.521941447503,5.871,4.3289999999999935,10.094080406161472,1.7193119410937612
3.665633430705262,2.121,172.994,1.5731492017011655,0.7417016509670747
4.277599158638152,1.169,155.93099999999998,1.261631030234308,1.0792395468214782
14.889534278742484,1.215,111.44900000000001,2.399682363009602,1.9750472123535816
4.773119119987418,1.6440000000000001,171.54899999999998,1.5804367023984498,0.9613361936730229
1.0362260132694523,1.905,162.767,0.7926834646794642,0.4161068056060179
90.21216292395285,3.845,177.436,10.50765447839797,2.732810007385688
4.333424349730771,2.528,30.959999999999994,1.8673649722524897,0.7386728529479785
2.4706901237782457,1.805,25.311000000000007,1.1914417280051763,0.6600785196704578
1.5821437865546641,1.474,1.9410000000000025,0.8615823238162853,0.5845198940408991
2.7819816531668238,3.523,1.3929999999999865,1.7662757893106877,0.5013556029834481
28.476025316507663,2.9930000000000003,4.341000000000008,5.208565227560334,1.7402489901638267
5.090032125538578,2.2640000000000002,152.474,1.9152414692131592,0.8459547125499819
3.7065025254978345,1.867,11.947999999999993,1.4841553871671098,0.7949412893235724
4.095230601816892,2.116,164.228,1.6608181268235442,0.7848856932058337
13.087457146877416,2.637,166.284,3.3144217090527253,1.2568910538690654
1.47924947190154,2.9819999999999998,161.64,1.1849488250369902,0.3973671445462744
6.802736861056775,1.715,172.714,1.9270765291258831,1.1236597837468705
16.592423129289205,2.9160000000000004,176.51,3.924404189007174,1.3458176231163146
1.6092946955587897,1.4680000000000002,100.139,0.8671732675221837,0.590717484688136
4.863034671367567,1.6880000000000002,170.015,1.6164600203912916,0.9576184954924712
2.678433583232592,3.6689999999999996,170.942,1.768639663936562,0.4820495132015705
1.6515071062821929,3.429,168.062,1.3426073785147024,0.39154487562400186
25.779481380657554,1.724,14.987000000000009,3.761237717013103,2.1816924112605007
3.139791892304185,2.424,159.245,1.5564737591457958,0.6421096366113019
10.719975038155,1.8980000000000001,46.918000000000006,2.5448960916074737,1.3408303959997225
